Timestamp,Stable,Reading
2025-12-05 10:51:16.536,0,0.0
2025-12-05 10:51:16.637,0,0.0
2025-12-05 10:51:16.739,0,0.0
2025-12-05 10:51:16.839,0,0.0
2025-12-05 10:51:16.940,0,0.0
2025-12-05 10:51:17.041,0,0.0
2025-12-05 10:51:17.142,0,0.0
2025-12-05 10:51:17.243,0,0.0
2025-12-05 10:51:17.357,0,0.0
2025-12-05 10:51:17.458,0,0.0
2025-12-05 10:51:17.559,0,0.0
2025-12-05 10:51:17.660,0,0.0
2025-12-05 10:51:17.761,0,0.0
2025-12-05 10:51:17.862,1,0.0
2025-12-05 10:51:17.963,1,0.0
2025-12-05 10:51:18.063,0,0.0
2025-12-05 10:51:18.164,0,0.0
2025-12-05 10:51:18.265,0,0.0
2025-12-05 10:51:18.366,0,0.01
2025-12-05 10:51:18.467,0,0.01
2025-12-05 10:51:18.568,0,0.01
2025-12-05 10:51:18.668,0,0.01
2025-12-05 10:51:18.769,0,0.01
2025-12-05 10:51:18.871,0,0.01
2025-12-05 10:51:18.971,0,0.0
2025-12-05 10:51:19.072,0,0.0
2025-12-05 10:51:19.173,0,0.0
2025-12-05 10:51:19.273,0,0.0
2025-12-05 10:51:19.374,0,0.0
2025-12-05 10:51:19.475,0,-0.01
2025-12-05 10:51:19.576,0,-0.01
2025-12-05 10:51:19.677,0,-0.01
2025-12-05 10:51:19.777,0,-0.01
2025-12-05 10:51:19.878,0,-0.01
2025-12-05 10:51:19.979,0,-0.01
2025-12-05 10:51:20.080,0,-0.01
2025-12-05 10:51:20.181,0,-0.01
2025-12-05 10:51:20.282,0,-0.01
2025-12-05 10:51:20.383,0,-0.01
2025-12-05 10:51:20.484,0,-0.01
2025-12-05 10:51:20.585,0,0.0
2025-12-05 10:51:20.686,0,0.0
2025-12-05 10:51:20.787,0,0.0
2025-12-05 10:51:20.887,0,0.0
2025-12-05 10:51:20.988,0,0.0
2025-12-05 10:51:21.089,0,0.01
2025-12-05 10:51:21.190,0,0.01
2025-12-05 10:51:21.291,0,0.01
2025-12-05 10:51:21.392,0,0.01
2025-12-05 10:51:21.493,0,0.01
2025-12-05 10:51:21.594,0,0.01
2025-12-05 10:51:21.694,0,0.01
2025-12-05 10:51:21.795,0,0.01
2025-12-05 10:51:21.896,0,0.01
2025-12-05 10:51:21.997,0,0.01
2025-12-05 10:51:22.097,0,0.01
2025-12-05 10:51:22.198,0,0.01
2025-12-05 10:51:22.299,0,0.01
2025-12-05 10:51:22.400,0,0.0
2025-12-05 10:51:22.501,0,0.01
2025-12-05 10:51:22.602,0,0.01
2025-12-05 10:51:22.702,0,0.02
2025-12-05 10:51:22.804,0,0.02
2025-12-05 10:51:22.905,0,0.04
2025-12-05 10:51:23.005,0,0.12
2025-12-05 10:51:23.106,0,0.12
2025-12-05 10:51:23.207,0,49.73
2025-12-05 10:51:23.309,0,323.07
2025-12-05 10:51:23.409,0,323.07
2025-12-05 10:51:23.510,0,1031.36
2025-12-05 10:51:23.610,0,1031.36
2025-12-05 10:51:23.711,0,1965.4
2025-12-05 10:51:23.812,0,2615.6
2025-12-05 10:51:23.913,0,2615.6
2025-12-05 10:51:24.014,0,2669.21
2025-12-05 10:51:24.114,0,2669.21
2025-12-05 10:51:24.215,0,2669.21
2025-12-05 10:51:24.316,0,2669.21
2025-12-05 10:51:24.418,0,2669.21
2025-12-05 10:51:24.518,0,2669.21
2025-12-05 10:51:24.619,0,2669.21
2025-12-05 10:51:24.720,0,2669.21
2025-12-05 10:51:24.821,0,2657.12
2025-12-05 10:51:24.922,0,2579.06
2025-12-05 10:51:25.023,0,2579.06
2025-12-05 10:51:25.124,0,2535.82
2025-12-05 10:51:25.225,0,2535.82
2025-12-05 10:51:25.326,0,2501.96
2025-12-05 10:51:25.427,0,2478.66
2025-12-05 10:51:25.527,0,2478.66
2025-12-05 10:51:25.628,0,2459.24
2025-12-05 10:51:25.729,0,2439.55
2025-12-05 10:51:25.829,0,2439.55
2025-12-05 10:51:25.930,0,2415.9
2025-12-05 10:51:26.031,0,2415.9
2025-12-05 10:51:26.132,0,2375.06
2025-12-05 10:51:26.233,0,2241.97
2025-12-05 10:51:26.334,0,2241.97
2025-12-05 10:51:26.435,0,1870.55
2025-12-05 10:51:26.536,0,1301.2
2025-12-05 10:51:26.637,0,1301.2
2025-12-05 10:51:26.738,0,808.57
2025-12-05 10:51:26.839,0,808.57
2025-12-05 10:51:26.941,0,500.51
2025-12-05 10:51:27.042,0,268.27
2025-12-05 10:51:27.143,0,268.27
2025-12-05 10:51:27.243,0,87.32
2025-12-05 10:51:27.346,0,9.74
2025-12-05 10:51:27.447,0,9.74
2025-12-05 10:51:27.548,0,0.19
2025-12-05 10:51:27.649,0,0.19
2025-12-05 10:51:27.750,0,0.18
2025-12-05 10:51:27.850,0,0.18
2025-12-05 10:51:27.951,0,0.18
2025-12-05 10:51:28.052,0,0.18
2025-12-05 10:51:28.153,0,0.17
2025-12-05 10:51:28.254,0,0.17
2025-12-05 10:51:28.354,0,0.16
2025-12-05 10:51:28.455,0,0.16
2025-12-05 10:51:28.555,0,0.15
2025-12-05 10:51:28.657,0,0.13
2025-12-05 10:51:28.758,0,0.13
2025-12-05 10:51:28.859,0,0.13
2025-12-05 10:51:28.960,0,0.13
2025-12-05 10:51:29.061,0,0.13
2025-12-05 10:51:29.161,0,0.13
2025-12-05 10:51:29.262,0,0.13
2025-12-05 10:51:29.363,0,0.13
2025-12-05 10:51:29.463,0,0.12
2025-12-05 10:51:29.564,0,0.12
2025-12-05 10:51:29.665,0,0.1
2025-12-05 10:51:29.766,0,0.08
2025-12-05 10:51:29.867,0,0.08
2025-12-05 10:51:29.968,0,0.07
2025-12-05 10:51:30.069,0,0.07
2025-12-05 10:51:30.170,0,0.06
2025-12-05 10:51:30.272,0,0.05
2025-12-05 10:51:30.372,0,0.05
2025-12-05 10:51:30.473,0,0.04
2025-12-05 10:51:30.574,0,0.03
2025-12-05 10:51:30.675,0,0.03
2025-12-05 10:51:30.776,0,0.02
2025-12-05 10:51:30.877,0,0.02
2025-12-05 10:51:30.978,0,0.02
2025-12-05 10:51:31.079,0,0.01
2025-12-05 10:51:31.179,0,0.01
2025-12-05 10:51:31.280,0,0.0
2025-12-05 10:51:31.381,0,0.0
2025-12-05 10:51:31.481,0,0.0
2025-12-05 10:51:31.582,0,-0.01
2025-12-05 10:51:31.683,0,-0.01
2025-12-05 10:51:31.784,0,-0.01
2025-12-05 10:51:31.884,0,-0.02
2025-12-05 10:51:31.985,0,-0.02
2025-12-05 10:51:32.086,0,-0.02
2025-12-05 10:51:32.186,0,-0.03
2025-12-05 10:51:32.287,0,-0.03
2025-12-05 10:51:32.388,0,-0.03
2025-12-05 10:51:32.489,0,-0.03
2025-12-05 10:51:32.590,0,-0.03
2025-12-05 10:51:32.691,0,-0.03
2025-12-05 10:51:32.792,0,-0.03
2025-12-05 10:51:32.892,0,-0.03
2025-12-05 10:51:32.994,0,-0.03
2025-12-05 10:51:33.095,0,-0.03
2025-12-05 10:51:33.195,0,-0.03
2025-12-05 10:51:33.296,0,-0.03
2025-12-05 10:51:33.397,0,-0.04
2025-12-05 10:51:33.498,0,-0.04
2025-12-05 10:51:33.598,0,-0.04
2025-12-05 10:51:33.699,0,-0.04
2025-12-05 10:51:33.800,0,-0.04
2025-12-05 10:51:33.901,0,-0.04
2025-12-05 10:51:34.002,0,-0.04
2025-12-05 10:51:34.102,0,-0.04
2025-12-05 10:51:34.204,1,-0.04
2025-12-05 10:51:34.304,1,-0.04
2025-12-05 10:51:34.405,1,-0.04
2025-12-05 10:51:34.506,1,-0.04
2025-12-05 10:51:34.607,1,-0.04
2025-12-05 10:51:34.707,1,-0.04
2025-12-05 10:51:34.808,1,-0.04
2025-12-05 10:51:34.909,1,-0.04
2025-12-05 10:51:35.010,1,-0.04
2025-12-05 10:51:35.111,1,-0.04
2025-12-05 10:51:35.212,1,-0.04
2025-12-05 10:51:35.313,1,-0.03
2025-12-05 10:51:35.414,1,-0.03
2025-12-05 10:51:35.515,1,-0.03
2025-12-05 10:51:35.615,1,-0.03
2025-12-05 10:51:35.716,1,-0.03
2025-12-05 10:51:35.817,1,-0.03
2025-12-05 10:51:35.918,1,-0.03
2025-12-05 10:51:36.019,1,-0.03
2025-12-05 10:51:36.120,1,-0.04
2025-12-05 10:51:36.220,1,-0.04
2025-12-05 10:51:36.322,1,-0.04
2025-12-05 10:51:36.423,1,-0.04
2025-12-05 10:51:36.524,1,-0.04
2025-12-05 10:51:36.626,1,-0.04
2025-12-05 10:51:36.727,1,-0.04
2025-12-05 10:51:36.828,1,-0.04
2025-12-05 10:51:36.928,1,-0.03
2025-12-05 10:51:37.029,1,-0.03
2025-12-05 10:51:37.130,1,-0.03
2025-12-05 10:51:37.231,1,-0.03
2025-12-05 10:51:37.332,1,-0.03
2025-12-05 10:51:37.433,1,-0.03
2025-12-05 10:51:37.534,1,-0.03
2025-12-05 10:51:37.634,1,-0.03
2025-12-05 10:51:37.735,1,-0.03
2025-12-05 10:51:37.836,1,-0.03
2025-12-05 10:51:37.937,1,-0.03
2025-12-05 10:51:38.038,1,-0.03
2025-12-05 10:51:38.139,1,-0.03
2025-12-05 10:51:38.240,0,-0.03
2025-12-05 10:51:38.340,0,-0.02
2025-12-05 10:51:38.442,0,-0.02
2025-12-05 10:51:38.542,0,-0.02
2025-12-05 10:51:38.643,0,-0.02
2025-12-05 10:51:38.744,0,-0.02
2025-12-05 10:51:38.846,0,-0.02
2025-12-05 10:51:38.947,0,-0.02
2025-12-05 10:51:39.048,0,-0.02
2025-12-05 10:51:39.148,0,-0.02
2025-12-05 10:51:39.249,0,-0.02
2025-12-05 10:51:39.350,0,-0.01
2025-12-05 10:51:39.451,0,-0.01
2025-12-05 10:51:39.552,0,-0.01
2025-12-05 10:51:39.653,0,-0.02
2025-12-05 10:51:39.754,0,-0.02
2025-12-05 10:51:39.854,0,-0.02
2025-12-05 10:51:39.955,0,-0.02
2025-12-05 10:51:40.056,0,-0.02
2025-12-05 10:51:40.156,0,-0.02
2025-12-05 10:51:40.258,1,-0.02
2025-12-05 10:51:40.359,1,-0.02
2025-12-05 10:51:40.460,1,-0.02
2025-12-05 10:51:40.561,1,-0.02
2025-12-05 10:51:40.661,1,0.0
2025-12-05 10:51:40.762,1,0.0
2025-12-05 10:51:40.863,1,0.0
2025-12-05 10:51:40.964,1,0.0
2025-12-05 10:51:41.064,1,0.0
2025-12-05 10:51:41.165,1,0.0
2025-12-05 10:51:41.266,1,0.0
2025-12-05 10:51:41.367,1,0.0
2025-12-05 10:51:41.468,1,0.0
2025-12-05 10:51:41.569,1,0.0
2025-12-05 10:51:41.670,1,0.0
2025-12-05 10:51:41.771,1,0.0
2025-12-05 10:51:41.872,1,0.0
2025-12-05 10:51:41.973,1,0.0
2025-12-05 10:51:42.074,1,0.0
2025-12-05 10:51:42.175,1,0.0
2025-12-05 10:51:42.276,1,0.0
2025-12-05 10:51:42.377,1,0.0
2025-12-05 10:51:42.478,1,0.0
2025-12-05 10:51:42.578,1,0.0
2025-12-05 10:51:42.679,1,0.0
