Timestamp,Stable,Reading
2025-12-05 13:01:21.741,1,-0.04
2025-12-05 13:01:21.841,1,-0.04
2025-12-05 13:01:21.942,1,-0.05
2025-12-05 13:01:22.043,1,-0.05
2025-12-05 13:01:22.144,1,-0.05
2025-12-05 13:01:22.244,0,-0.05
2025-12-05 13:01:22.345,0,-0.05
2025-12-05 13:01:22.446,0,-0.05
2025-12-05 13:01:22.547,0,-0.05
2025-12-05 13:01:22.648,0,-0.05
2025-12-05 13:01:22.749,0,-0.05
2025-12-05 13:01:22.850,0,-0.05
2025-12-05 13:01:22.951,0,-0.05
2025-12-05 13:01:23.051,0,-0.05
2025-12-05 13:01:23.152,0,-0.05
2025-12-05 13:01:23.253,0,-0.05
2025-12-05 13:01:23.355,0,-0.05
2025-12-05 13:01:23.456,0,-0.05
2025-12-05 13:01:23.557,1,-0.05
2025-12-05 13:01:23.658,1,-0.05
2025-12-05 13:01:23.758,1,-0.05
2025-12-05 13:01:23.859,1,-0.05
2025-12-05 13:01:23.960,1,-0.05
2025-12-05 13:01:24.061,1,-0.05
2025-12-05 13:01:24.161,1,-0.05
2025-12-05 13:01:24.262,1,-0.05
2025-12-05 13:01:24.363,1,-0.05
2025-12-05 13:01:24.464,1,-0.05
2025-12-05 13:01:24.565,1,-0.05
2025-12-05 13:01:24.665,1,-0.05
2025-12-05 13:01:24.766,1,-0.05
2025-12-05 13:01:24.867,1,-0.05
2025-12-05 13:01:24.967,1,-0.05
2025-12-05 13:01:25.068,1,-0.05
2025-12-05 13:01:25.169,1,-0.05
2025-12-05 13:01:25.270,1,-0.05
2025-12-05 13:01:25.371,1,-0.05
2025-12-05 13:01:25.472,1,-0.05
2025-12-05 13:01:25.573,1,-0.05
2025-12-05 13:01:25.674,1,-0.05
2025-12-05 13:01:25.774,1,-0.05
2025-12-05 13:01:25.875,1,-0.05
2025-12-05 13:01:25.976,1,-0.05
2025-12-05 13:01:26.077,1,-0.05
2025-12-05 13:01:26.178,1,-0.05
2025-12-05 13:01:26.279,1,-0.05
2025-12-05 13:01:26.379,1,-0.05
2025-12-05 13:01:26.480,1,-0.05
2025-12-05 13:01:26.581,1,-0.05
2025-12-05 13:01:26.682,1,-0.05
2025-12-05 13:01:26.783,1,-0.05
2025-12-05 13:01:26.884,1,-0.05
2025-12-05 13:01:26.985,1,-0.05
2025-12-05 13:01:27.086,0,0.01
2025-12-05 13:01:27.186,0,0.01
2025-12-05 13:01:27.288,0,2.33
2025-12-05 13:01:27.388,0,2.33
2025-12-05 13:01:27.489,0,53.3
2025-12-05 13:01:27.590,0,319.51
2025-12-05 13:01:27.691,0,319.51
2025-12-05 13:01:27.792,0,877.62
2025-12-05 13:01:27.893,0,1554.33
2025-12-05 13:01:27.994,0,1554.33
2025-12-05 13:01:28.094,0,2183.3
2025-12-05 13:01:28.195,0,2183.3
2025-12-05 13:01:28.296,0,2713.74
2025-12-05 13:01:28.397,0,3098.61
2025-12-05 13:01:28.498,0,3098.61
2025-12-05 13:01:28.598,0,3202.05
2025-12-05 13:01:28.699,0,3202.05
2025-12-05 13:01:28.800,0,3202.05
2025-12-05 13:01:28.901,0,3202.05
2025-12-05 13:01:29.002,0,3202.05
2025-12-05 13:01:29.103,0,3202.05
2025-12-05 13:01:29.204,0,3202.05
2025-12-05 13:01:29.305,0,3202.05
2025-12-05 13:01:29.405,0,3175.19
2025-12-05 13:01:29.506,0,2952.58
2025-12-05 13:01:29.607,0,2952.58
2025-12-05 13:01:29.707,0,2550.99
2025-12-05 13:01:29.808,0,2550.99
2025-12-05 13:01:29.909,0,1770.83
2025-12-05 13:01:30.010,0,908.47
2025-12-05 13:01:30.111,0,908.47
2025-12-05 13:01:30.212,0,328.38
2025-12-05 13:01:30.313,0,78.0
2025-12-05 13:01:30.413,0,78.0
2025-12-05 13:01:30.514,0,10.28
2025-12-05 13:01:30.615,0,10.28
2025-12-05 13:01:30.715,0,0.17
2025-12-05 13:01:30.816,0,0.17
2025-12-05 13:01:30.917,0,0.17
2025-12-05 13:01:31.017,0,0.17
2025-12-05 13:01:31.119,0,0.14
2025-12-05 13:01:31.220,0,0.14
2025-12-05 13:01:31.321,0,0.1
2025-12-05 13:01:31.422,0,0.1
2025-12-05 13:01:31.523,0,0.07
2025-12-05 13:01:31.623,0,0.04
2025-12-05 13:01:31.724,0,0.04
2025-12-05 13:01:31.825,0,0.0
2025-12-05 13:01:31.926,0,-0.03
2025-12-05 13:01:32.129,0,-0.03
2025-12-05 13:01:32.236,0,-0.06
2025-12-05 13:01:32.337,0,-0.06
2025-12-05 13:01:32.438,0,-0.09
2025-12-05 13:01:32.539,0,-0.11
2025-12-05 13:01:32.640,0,-0.11
2025-12-05 13:01:32.740,0,-0.1
2025-12-05 13:01:32.841,0,-0.1
2025-12-05 13:01:32.941,0,-0.1
2025-12-05 13:01:33.042,0,-0.09
2025-12-05 13:01:33.143,0,-0.09
2025-12-05 13:01:33.244,0,-0.08
2025-12-05 13:01:33.345,0,-0.08
2025-12-05 13:01:33.446,0,-0.08
2025-12-05 13:01:33.547,0,-0.09
2025-12-05 13:01:33.648,0,-0.09
2025-12-05 13:01:33.748,0,-0.09
2025-12-05 13:01:33.849,0,-0.09
2025-12-05 13:01:33.950,0,-0.09
2025-12-05 13:01:34.050,0,-0.09
2025-12-05 13:01:34.151,0,-0.09
2025-12-05 13:01:34.264,0,-0.09
2025-12-05 13:01:34.365,0,-0.09
2025-12-05 13:01:34.466,0,-0.08
2025-12-05 13:01:34.566,0,-0.08
2025-12-05 13:01:34.667,0,-0.07
2025-12-05 13:01:34.767,0,-0.07
2025-12-05 13:01:34.868,0,-0.07
2025-12-05 13:01:34.969,0,-0.06
2025-12-05 13:01:35.070,0,-0.06
2025-12-05 13:01:35.174,0,-0.06
2025-12-05 13:01:35.276,0,-0.05
2025-12-05 13:01:35.377,0,-0.05
2025-12-05 13:01:35.478,0,-0.05
2025-12-05 13:01:35.578,0,-0.05
2025-12-05 13:01:35.679,0,-0.05
2025-12-05 13:01:35.779,0,-0.05
2025-12-05 13:01:35.880,0,-0.05
2025-12-05 13:01:35.981,0,-0.05
2025-12-05 13:01:36.081,0,-0.05
2025-12-05 13:01:36.186,0,-0.05
2025-12-05 13:01:36.287,0,-0.05
2025-12-05 13:01:36.388,0,-0.05
2025-12-05 13:01:36.488,0,-0.05
